,Unnamed: 0,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,user_anon
664,665,0,0,0,1,299,0,0,0,0,-,akai timbre wolf -envio incluido- ,ramoninchispas,Asturias,29/08/2022,28/10/2022,30/8/2022,80,1503
665,666,0,0,0,1,1200,0,0,0,0,-,korg vocoder vc10 ,mercurioso,Madrid,10/12/2019,22/10/2022,30/8/2022,1536,1096
666,667,0,0,0,1,220,0,0,0,0,-,mutable instruments beads modulo eurorack ,Disface,Granada,15/07/2022,13/09/2022,30/8/2022,445,687
667,668,0,0,0,1,150,0,0,0,0,-,teclado casio vintage sk-1 ,thebadbeat,Girona,12/02/2022,08/09/2022,30/8/2022,762,1028
668,669,0,0,0,1,70,0,0,0,0,-,behringer modamp module 1005 ,Valentín,Asturias,16/08/2022,24/09/2022,30/8/2022,162,965
669,670,0,0,0,1,1650,0,0,0,0,-,sequential prophet rev2-8 ,Dave,Almería,24/07/2022,28/09/2022,30/8/2022,769,384
670,671,0,0,0,1,60,0,0,0,0,-,"lote de manuales emu, korg, roland, kawai ",sergiommms,A Coruña,11/05/2022,08/09/2022,30/8/2022,489,1091
671,672,0,0,0,1,99,0,0,0,0,-,doepfer a-100 lc1 case eurorack ,Radon Studios,Madrid,01/08/2022,27/09/2022,30/8/2022,307,1279
672,673,0,0,0,1,150,0,0,0,0,-,ni kore 2 ,liradigital MRF,Madrid,12/07/2022,21/09/2022,30/8/2022,410,1419
673,674,0,0,0,1,90,0,0,0,0,-,mxr analog chorus ,Metrolike,Málaga,17/05/2022,04/10/2022,30/8/2022,225,940
674,675,0,0,0,1,475,0,0,0,0,-,moog vx 351 ,moog1406,Girona,09/07/2021,13/09/2022,30/8/2022,756,637
675,676,0,0,0,1,390,0,0,0,0,-,piano digital ,rosario,Tarragona,16/08/2022,15/10/2022,30/8/2022,148,767
676,677,0,0,0,1,200,0,0,0,0,-,módulo befaco rampage ,Victor R,La Rioja,16/08/2022,25/10/2022,30/8/2022,72,745
677,678,0,0,0,1,850,0,0,0,0,-,leslie 815 proline ,windbass,Zaragoza,06/11/2020,21/09/2022,30/8/2022,1610,859
678,679,0,0,0,1,309,0,0,0,0,-,roland tr 08 ,moog1406,Girona,09/05/2022,25/09/2022,30/8/2022,515,637
679,680,0,0,0,1,1900,0,0,0,0,-,montage 6 ¡¡ sin desembalar !! ,amseven,Cantabria,02/08/2022,26/09/2022,30/8/2022,532,751
680,681,0,0,0,1,380,0,0,0,0,-,korg minilogue xd module ,Xavier Souto,Pontevedra,07/07/2022,16/09/2022,30/8/2022,931,1193
681,682,0,1,0,0,0,0,0,0,0,-,roland mc 505 averiada ,sanwiche,Alicante,18/04/2022,23/09/2022,30/8/2022,355,850
682,683,0,0,0,1,500,0,0,0,0,-,kurzweil pc3 le7 ,jossluis,Barcelona,24/08/2022,23/10/2022,30/8/2022,183,892
683,684,0,0,0,1,49,0,0,0,0,-,ladik q 010 easy quantizer ,moog1406,Girona,25/03/2022,08/10/2022,30/8/2022,693,637
684,685,0,0,0,0,12,1,0,0,0,-,galactic ascensión para modx y montage + ,bicho,Madrid,29/05/2020,10/09/2022,30/8/2022,1559,517
685,686,0,0,0,1,1800,0,0,0,0,-,oberheim ob-5 ,jefalum,Tarragona,28/08/2022,27/10/2022,30/8/2022,178,740
686,687,0,0,0,1,20,0,0,0,0,-,cassette datos para el korg dw8000 ,polypodium,Madrid,07/07/2022,26/09/2022,30/8/2022,174,1106
687,688,0,0,0,1,1400,0,0,0,0,-,korg sv-1 88 teclas ,gonso,Madrid,03/05/2022,07/09/2022,30/8/2022,516,550
688,689,0,0,0,1,1450,0,0,0,0,-,oscilador doble eurorack cwejman vco-2rm ,tyrel,Madrid,16/03/2022,27/10/2022,30/8/2022,348,560
689,690,0,0,0,1,75,0,0,0,0,-,piano eléctrico yamaha ypt-200 ,kichiilik,Cantabria,25/05/2022,24/09/2022,30/8/2022,364,945
690,691,0,0,0,1,135,0,0,0,0,-,qu-bit rt60 eurorack ,edulo,Badajoz,18/04/2022,22/10/2022,30/8/2022,481,537
691,692,0,0,0,1,330,0,0,0,0,-,roland jv 1080 ,roy242,Valencia,16/08/2022,28/09/2022,30/8/2022,288,498
692,693,0,0,0,1,329,0,0,0,0,-,mode maschines xoxbox ,moog1406,Girona,16/12/2021,24/09/2022,30/8/2022,526,637
693,694,0,0,0,1,75,0,0,0,0,-,korg nanokey studio ,DrTek,Barcelona,25/04/2022,13/09/2022,30/8/2022,850,474
694,695,0,0,0,1,1250,0,0,0,0,-,teclado tyros3 yamaha en muy buenas condiciones ,Arpegio,Toledo,02/02/2021,23/09/2022,30/8/2022,1728,711
