,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen
182,0,0,0,1,120,0,0,0,0,gator,gator g-pg-61 funda teclado nueva ,Valencia,2023/10/06,2024/06/13,2023/12/20,224
183,0,0,0,1,140,0,0,0,0,doepfer,doepfer a-111-6 full synth voice ,Zaragoza,2023/11/29,2024/06/15,2023/12/20,128
184,0,0,0,1,330,0,0,0,0,-,cold mac -módulo eurorack- ,Granada,2023/12/14,2024/06/10,2023/12/20,130
185,0,1,0,0,0,0,0,0,0,xor,nerdseq xor electronics ,Barcelona,2023/11/04,2024/06/13,2023/12/20,104
186,0,0,0,1,390,0,0,0,0,yamaha,yamaha mx61 con funda incluida ,Barcelona,2023/07/20,2024/06/14,2023/12/20,795
187,0,0,0,1,1879,0,0,0,0,modular,sintetizador modular endorphines shuttle system eurorack a estrenar ,Madrid,2023/02/20,2024/01/17,2023/12/20,1210
188,0,0,0,1,750,0,0,0,0,korg,korg m 50 88 teclas ,Madrid,2022/12/30,2024/06/12,2023/12/20,1812
189,0,0,0,1,200,0,0,0,0,doepfer,doepfer a-100 lc6 case 6he psu3 ,Barcelona,2023/12/18,2024/06/14,2023/12/20,70
190,0,0,0,1,95,0,0,0,0,korg,korg volca kick + decksaver + fuente alimentacion ,Tarragona,2023/12/06,2024/06/09,2023/12/20,109
191,0,0,0,1,115,0,0,0,0,-,teclado thomann sp-320 ,Badajoz,2023/12/20,2024/06/15,2023/12/20,74
192,0,0,0,1,170,0,0,0,0,yamaha,yamaha sy22 ,Barcelona,2023/12/06,2024/06/11,2023/12/20,208
193,0,0,0,1,160,0,0,0,0,korg,korg micro x ,Palencia,2023/12/18,2024/06/14,2023/12/20,176
194,0,0,0,1,50,0,0,0,0,behringer,autocom mdx1200 behringer ,Valencia,2023/01/05,2024/01/11,2023/12/20,595
195,0,0,0,1,100,0,0,0,0,arturia,arturia keystep 37 black edition ,Sevilla,2023/12/18,2024/06/14,2023/12/20,104
196,0,0,0,1,400,0,0,0,0,korg,korg kingkorg ,Valencia,2023/10/01,2024/06/13,2023/12/20,807
